file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.html,35,html,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,19
index.html,36,html,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,28
index.html,37,html,cbaa2e1f,Rocio,2026-04-03,15:45:30,-07:00,2026-04-03T15:45:30-07:00,0,5
index.html,38,html,cbaa2e1f,Rocio,2026-04-03,15:45:30,-07:00,2026-04-03T15:45:30-07:00,0,5
global.js,1,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,25
global.js,2,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,3,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,41
global.js,4,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,52
global.js,5,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,6,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,7,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,11
global.js,8,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,25
global.js,9,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,38
global.js,10,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,37
global.js,11,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,34
global.js,12,js,00000000,Not Committed Yet,2026-05-09,11:28:25,-07:00,2026-05-09T11:28:25-07:00,2,30
global.js,13,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,59
global.js,14,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,0
global.js,15,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,16,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,38
global.js,17,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,25
global.js,18,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,19,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,88
global.js,20,js,c5888428,Rocio,2026-04-24,15:59:13,-07:00,2026-04-24T15:59:13-07:00,1,3
global.js,21,js,b514d3d6,Rocio,2026-04-17,08:26:56,-07:00,2026-04-17T08:26:56-07:00,1,14
global.js,22,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,23,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,24,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,20
global.js,25,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,14
global.js,26,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,18
global.js,27,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,28,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,52
global.js,29,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,30,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,31,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,13
global.js,32,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,40
global.js,33,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,53
global.js,34,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,35,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,34
global.js,36,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,11
global.js,37,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,20
global.js,38,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,12
global.js,39,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,40,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,17
global.js,41,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,8
global.js,42,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,59
global.js,43,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,0
global.js,44,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,45,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,29
global.js,46,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,18
global.js,47,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,0
global.js,48,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,0
global.js,49,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,50,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,31
global.js,51,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,11
global.js,52,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,53,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,26
global.js,54,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,4
global.js,55,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,24
global.js,56,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,37
global.js,57,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,34
global.js,58,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,32
global.js,59,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,4,7
global.js,60,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,8
global.js,61,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,62,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,63,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,53
global.js,64,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,34
global.js,65,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,37
global.js,66,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,19
global.js,67,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,68,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,21
global.js,69,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,71
global.js,70,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,6
global.js,71,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,64
global.js,72,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,0
global.js,73,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,74,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,75,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,50
global.js,76,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,31
global.js,77,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,31
global.js,78,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,79,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,21
global.js,80,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,71
global.js,81,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,6
global.js,82,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,64
global.js,83,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,0
global.js,84,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,1
global.js,85,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,86,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,42
global.js,87,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,88,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,49
global.js,89,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,21
global.js,90,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,91,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,30
global.js,92,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,26
global.js,93,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,14
global.js,94,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,95,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,31
global.js,96,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,50
global.js,97,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,0
global.js,98,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,0
global.js,99,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,22
global.js,100,js,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,18
global.js,101,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,1
global.js,102,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
global.js,103,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,36
global.js,104,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,3
global.js,105,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,39
global.js,106,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,32
global.js,107,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,20
global.js,108,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,17
global.js,109,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,3,66
global.js,110,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,0
global.js,111,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,33
global.js,112,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,10
global.js,113,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,15
global.js,114,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,59
global.js,115,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,0
global.js,116,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
global.js,117,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
global.js,118,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,0,79
global.js,119,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,30
global.js,120,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,0,0
global.js,121,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,1,29
global.js,122,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,2,46
global.js,123,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,0,0
global.js,124,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,19
global.js,125,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,3,49
global.js,126,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,3,49
global.js,127,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,3,3
global.js,128,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,4,27
global.js,129,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,4,41
global.js,130,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,3,4
global.js,131,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,0
global.js,132,js,f3535272,Rocio,2026-05-01,15:19:04,-07:00,2026-05-01T15:19:04-07:00,0,0
global.js,133,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,2,36
global.js,134,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,0
global.js,135,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
global.js,136,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
global.js,137,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,47
global.js,138,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,22
global.js,139,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,1,59
global.js,140,js,22fa34af,Rocio,2026-04-24,18:11:28,-07:00,2026-04-24T18:11:28-07:00,0,0
resume/index.html,1,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,0,13
resume/index.html,2,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,0,14
resume/index.html,3,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,0,4
resume/index.html,4,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,20
resume/index.html,5,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,68
resume/index.html,6,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,19
resume/index.html,7,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,41
resume/index.html,8,html,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,48
resume/index.html,9,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,0,5
resume/index.html,10,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,0,4
resume/index.html,11,html,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,1,37
resume/index.html,12,html,96bc5f37,Rocio,2026-04-10,14:20:50,-07:00,2026-04-10T14:20:50-07:00,2,30
resume/index.html,13,html,96bc5f37,Rocio,2026-04-10,14:20:50,-07:00,2026-04-10T14:20:50-07:00,2,43
resume/index.html,14,html,96bc5f37,Rocio,2026-04-10,14:20:50,-07:00,2026-04-10T14:20:50-07:00,2,41
resume/index.html,15,html,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,2,39
resume/index.html,16,html,96bc5f37,Rocio,2026-04-10,14:20:50,-07:00,2026-04-10T14:20:50-07:00,2,67
resume/index.html,17,html,a2427269,Rocio,2026-04-17,08:13:49,-07:00,2026-04-17T08:13:49-07:00,0,8
resume/index.html,18,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,4
resume/index.html,19,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,7
resume/index.html,20,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,6
resume/index.html,21,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,25
resume/index.html,22,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,1
resume/index.html,23,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,72
resume/index.html,24,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,101
resume/index.html,25,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,2
resume/index.html,26,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,27,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,8
resume/index.html,28,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,29,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,7
resume/index.html,30,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,6
resume/index.html,31,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,16
resume/index.html,32,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,33,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,34,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,42
resume/index.html,35,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,24
resume/index.html,36,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,23
resume/index.html,37,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,67
resume/index.html,38,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,14
resume/index.html,39,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,19
resume/index.html,40,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,8
resume/index.html,41,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,8
resume/index.html,42,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,43,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,7
resume/index.html,44,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,6
resume/index.html,45,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,17
resume/index.html,46,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,47,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,48,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,49,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,6
resume/index.html,50,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,59
resume/index.html,51,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,74
resume/index.html,52,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,7
resume/index.html,53,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,2
resume/index.html,54,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,153
resume/index.html,55,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,156
resume/index.html,56,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,150
resume/index.html,57,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,3
resume/index.html,58,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,8
resume/index.html,59,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,60,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,61,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,6
resume/index.html,62,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,73
resume/index.html,63,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,98
resume/index.html,64,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,7
resume/index.html,65,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,2
resume/index.html,66,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,132
resume/index.html,67,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,102
resume/index.html,68,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,120
resume/index.html,69,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,3
resume/index.html,70,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,8
resume/index.html,71,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,8
resume/index.html,72,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,73,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,4,7
resume/index.html,74,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,6
resume/index.html,75,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,36
resume/index.html,76,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,77,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,78,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,79,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,6
resume/index.html,80,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,54
resume/index.html,81,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,59
resume/index.html,82,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,7
resume/index.html,83,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,2
resume/index.html,84,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,110
resume/index.html,85,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,97
resume/index.html,86,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,112
resume/index.html,87,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,3
resume/index.html,88,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,8
resume/index.html,89,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,2,0
resume/index.html,90,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,5,7
resume/index.html,91,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,6,6
resume/index.html,92,html,4b6469ca,Rocio,2026-04-03,17:30:50,-07:00,2026-04-03T17:30:50-07:00,7,57
